Left_Gaze_Point_On_Display_Area_X,Right_Gaze_Point_On_Display_Area_X,Left_Gaze_Point_On_Display_Area_Y,Right_Gaze_Point_On_Display_Area_Y,Date_time
1471,1124,639,184,1669562420.3647573
1364,1330,747,783,1669562429.5052884
1432,1491,1540,986,1669562429.5592766
1432,1491,1540,986,1669562429.5953095
1198,1210,1507,987,1669562429.6303413
1198,1210,1507,987,1669562429.665373
1090,1102,1558,878,1669562429.702407
1090,1102,1558,878,1669562429.737438
1282,1399,1245,1038,1669562429.7734716
1282,1399,1245,1038,1669562429.8095043
1261,1400,2576,1295,1669562429.8455372
1261,1400,2576,1295,1669562429.880569
1568,880,4145,2256,1669562429.9145997
1568,880,4145,2256,1669562429.9506328
1670,1822,2039,707,1669562429.9846635
1670,1822,2039,707,1669562430.0216973
943,1439,1284,808,1669562430.0557282
943,1439,1284,808,1669562430.0917609
1064,1157,697,639,1669562430.126793
1064,1157,697,639,1669562430.1618245
1059,1399,292,474,1669562430.1968565
1059,1399,292,474,1669562430.2308877
1306,1291,1644,937,1669562430.265919
1306,1291,1644,937,1669562430.3009512
1292,1376,1462,927,1669562430.3359833
1292,1376,1462,927,1669562430.3720162
1141,1453,1525,887,1669562430.4060476
1141,1453,1525,887,1669562430.4400775
1165,1314,1536,769,1669562430.4791136
1165,1314,1536,769,1669562430.517148
1110,1221,1277,777,1669562430.5531802
1110,1221,1277,777,1669562430.5882125
1271,1408,1763,982,1669562430.6222436
1271,1408,1763,982,1669562430.658276
1195,1370,1813,1047,1669562430.693308
1195,1370,1813,1047,1669562430.7283401
952,1140,1608,925,1669562430.7633717
1128,1266,1333,713,1669562430.8222778
1128,1266,1333,713,1669562430.8573067
1247,1355,1824,861,1669562430.9022758
1247,1355,1824,861,1669562430.9373076
1236,1226,1443,893,1669562430.9723396
1236,1226,1443,893,1669562431.0083723
1347,1108,1583,899,1669562431.0434093
1347,1108,1583,899,1669562431.0794368
1347,1166,1105,724,1669562431.1144688
1347,1166,1105,724,1669562431.1495006
1228,1275,1667,994,1669562431.1845324
1228,1275,1667,994,1669562431.2215662
1360,1263,1292,921,1669562431.256598
1360,1263,1292,921,1669562431.2936318
1177,1237,1660,987,1669562431.3286638
1177,1237,1660,987,1669562431.3636954
1286,1248,1572,1104,1669562431.3987274
1286,1248,1572,1104,1669562431.4327583
1298,1267,1713,958,1669562431.4667895
1298,1267,1713,958,1669562431.5018213
1296,1300,1321,998,1669562431.535852
1296,1300,1321,998,1669562431.5708838
1241,1200,1863,912,1669562431.6059155
1241,1200,1863,912,1669562431.6409478
1279,1299,1289,1016,1669562431.6749787
1279,1299,1289,1016,1669562431.7090096
1247,1175,1656,1074,1669562431.7440414
