Left_Gaze_Point_On_Display_Area_X,Right_Gaze_Point_On_Display_Area_X,Left_Gaze_Point_On_Display_Area_Y,Right_Gaze_Point_On_Display_Area_Y,Date_time
1438,984,113,469,1663440402.2058856
1513,1015,33,392,1663440402.2389154
1434,939,175,483,1663440402.2719464
1478,1003,241,374,1663440402.3059766
1478,1003,241,374,1663440402.3390067
1517,990,239,433,1663440402.372037
1252,938,271,579,1663440402.4070685
1649,981,121,440,1663440402.4410994
1649,981,121,440,1663440402.4761314
1432,965,242,383,1663440402.511163
1386,920,21,282,1663440402.547196
1223,947,175,632,1663440402.5812268
1258,917,297,481,1663440402.616258
1326,996,91,441,1663440402.6502893
1326,996,91,441,1663440402.6853213
1325,1024,214,759,1663440402.7213542
1201,1012,667,808,1663440402.7573867
1392,1031,214,517,1663440402.7914171
1145,804,679,825,1663440402.8254488
1145,804,679,825,1663440402.85948
1511,911,-95,283,1663440402.8955123
1370,874,182,415,1663440402.932546
1522,1049,-27,437,1663440402.9685788
1527,1054,62,653,1663440403.015622
1490,866,23,385,1663440403.050653
1490,866,23,385,1663440403.0846841
1465,1028,285,494,1663440403.119716
1370,994,211,476,1663440403.1537466
1393,1016,286,748,1663440403.191665
1494,1054,351,688,1663440403.2246954
1494,1054,351,688,1663440403.2577257
1301,853,112,734,1663440403.2917566
1403,1045,678,834,1663440403.3267882
1341,997,509,746,1663440403.3598182
1213,988,111,462,1663440403.3988535
1361,911,48,676,1663440403.4486687
1361,911,48,676,1663440403.4826996
1305,1080,395,898,1663440403.51673
1390,1181,991,1160,1663440403.5517619
1511,1259,1549,1466,1663440403.5867941
1511,1259,1549,1466,1663440403.6218264
1423,1288,1285,1428,1663440403.655857
1385,1227,1291,1340,1663440403.691897
1335,1218,1289,1332,1663440403.7259202
1328,1191,1284,1299,1663440403.7599516
1516,1261,1299,1310,1663440403.7949834
1516,1261,1299,1310,1663440403.8290145
1306,1218,1417,1367,1663440403.8630455
1243,1180,1396,1391,1663440403.8960752
1492,1179,1240,1308,1663440403.9301064
1291,1184,1413,1411,1663440403.9651382
1291,1184,1413,1411,1663440404.0001702
1237,1187,1395,1364,1663440404.037204
1511,1234,1376,1331,1663440404.074237
1243,1189,1372,1352,1663440404.1082683
1243,1189,1372,1352,1663440404.1412983
1344,1220,971,1102,1663440404.177331
1344,1220,971,1102,1663440404.211362
1364,1444,1128,1195,1663440404.246394
1351,1416,985,1138,1663440404.2804246
1537,1450,1090,1133,1663440404.3144555
1537,1450,1090,1133,1663440404.3494873
1245,1198,1082,1442,1663440404.3835185
1314,1254,1577,1282,1663440404.4185503
1528,1264,977,1103,1663440404.465593
1528,1264,977,1103,1663440404.5006251
1296,1223,1171,1220,1663440404.5356567
1265,1188,1026,1127,1663440404.5696878
1453,1210,1116,1233,1663440404.6047196
1226,1162,1137,1242,1663440404.6467364
1248,1159,1125,1186,1663440404.695778
1511,1401,1155,1231,1663440404.7308097
1242,1136,1159,1279,1663440404.7758515
1242,1136,1159,1279,1663440404.8108804
1252,1168,1188,1240,1663440404.8469133
1252,1165,1125,1206,1663440404.8809445
1357,1226,882,1249,1663440404.9149752
1266,1178,1186,1214,1663440404.9500072
1273,1165,1154,1260,1663440404.984038
