Left_Gaze_Point_On_Display_Area_X,Right_Gaze_Point_On_Display_Area_X,Left_Gaze_Point_On_Display_Area_Y,Right_Gaze_Point_On_Display_Area_Y,Date_time
1089,1076,668,509,1663441135.4772573
748,1151,725,589,1663441135.518294
901,1052,728,561,1663441135.5563288
901,1052,728,561,1663441135.593362
850,1020,725,613,1663441135.6303961
919,1203,772,630,1663441135.666429
936,1124,758,555,1663441135.7024612
903,1129,765,539,1663441135.7404974
852,1149,768,615,1663441135.778531
852,1149,768,615,1663441135.8145638
917,1157,713,598,1663441135.8505962
627,1063,709,604,1663441135.8866289
920,1062,751,526,1663441135.9266655
362,1262,1052,1068,1663441135.9626977
1895,1542,1594,1691,1663441136.0067382
976,1397,1128,1157,1663441136.0547824
672,1289,1145,1012,1663441143.9546778
644,1268,1109,942,1663441143.9887092
-610,106,703,302,1663441152.585678
-353,61,697,345,1663441152.6217113
-681,73,700,312,1663441152.6557422
-681,73,700,312,1663441152.6907742
-650,98,556,192,1663441152.7248049
-679,91,634,287,1663441152.7598367
-441,151,585,139,1663441152.7938678
-499,278,507,422,1663441152.830903
-499,278,507,422,1663441152.8649325
-77,626,1113,849,1663441152.899964
269,910,1526,1385,1663441152.933995
621,1020,1411,1440,1663441152.970028
621,1020,1411,1440,1663441153.0050595
696,1225,1397,1459,1663441153.0390906
696,1225,1397,1459,1663441153.073122
637,1261,1263,1127,1663441153.1081533
712,1324,1095,1017,1663441153.1431851
863,1224,1169,1024,1663441153.1782176
863,1224,1169,1024,1663441153.213249
599,1305,1233,1265,1663441153.246279
870,1342,1221,1222,1663441153.2813108
505,1277,1204,1263,1663441153.3153417
505,1277,1204,1263,1663441153.3483717
825,1449,1278,1290,1663441153.3834035
778,1338,1246,1222,1663441153.4184358
680,1297,1175,1029,1663441153.4524667
759,1321,1174,999,1663441153.4864976
773,1412,1215,1093,1663441153.52153
773,1412,1215,1093,1663441153.556561
766,1350,1144,1018,1663441153.5905917
744,1325,1112,963,1663441153.6256237
521,1101,830,691,1663441153.6606553
834,1232,895,895,1663441153.6956875
834,1232,895,895,1663441153.7297204
701,1120,897,629,1663441153.7647505
729,1131,718,561,1663441153.7987807
760,1269,720,535,1663441153.832812
881,1284,763,746,1663441153.867844
734,1246,884,752,1663441153.902876
734,1246,884,752,1663441153.9359057
483,1073,911,606,1663441153.9719384
446,1110,827,557,1663441154.0079713
492,1247,938,818,1663441154.0425074
492,1247,938,818,1663441154.0755374
524,1243,868,720,1663441154.1105692
757,1330,824,694,1663441154.1576126
507,1227,901,787,1663441154.2056558
668,1141,833,678,1663441154.2427578
514,1161,861,691,1663441154.2846615
884,1326,831,727,1663441154.3326638
884,1326,831,727,1663441154.367696
656,1318,903,743,1663441154.4017265
628,1329,876,639,1663441154.4359622
1431,1854,876,884,1663441154.470994
1431,1854,876,884,1663441154.5060256
1599,1967,857,656,1663441154.5400586
1990,2021,909,873,1663441154.5746546
1542,1837,941,829,1663441154.6116886
1606,1972,915,873,1663441154.6467202
1561,1849,892,808,1663441154.6827528
1561,1849,892,808,1663441154.7167835
1605,1906,914,762,1663441154.7508147
1683,1865,795,863,1663441154.7858462
1650,1851,938,908,1663441154.8218794
1621,1840,861,921,1663441154.8549092
1621,1840,861,921,1663441154.8889418
1595,1850,909,761,1663441154.9229712
1576,1957,810,898,1663441154.9580023
1558,1970,990,753,1663441154.9930348
1558,1970,990,753,1663441155.0270655
1524,1841,757,702,1663441155.0610967
1524,1841,757,702,1663441155.0951276
1805,1889,853,899,1663441155.1291585
1374,1887,890,832,1663441155.1641905
1340,1844,887,849,1663441155.1992223
1340,1844,887,849,1663441155.233253
1606,1890,848,777,1663441155.2672842
1602,1862,922,849,1663441155.301315
1504,1870,977,831,1663441155.3353477
1504,1870,977,831,1663441155.3713787
1815,1894,894,814,1663441155.4064107
1589,2031,810,659,1663441155.441442
1426,1856,930,697,1663441155.4744723
1468,1710,885,676,1663441155.5095046
1572,1881,989,910,1663441155.5441587
1572,1881,989,910,1663441155.5791903
1443,1884,904,435,1663441155.6132214
1530,1714,878,614,1663441155.6482532
1524,1862,985,879,1663441155.683285
1206,1443,973,1151,1663441155.7183168
1206,1443,973,1151,1663441155.7533484
792,1386,1110,1095,1663441155.7873795
737,1401,1088,1083,1663441155.822415
998,1440,1048,1043,1663441155.8564463
610,1355,1069,1134,1663441155.8904767
656,1412,1264,1115,1663441155.924508
656,1412,1264,1115,1663441155.9585385
607,1390,1108,1109,1663441155.9955726
853,1387,1051,1118,1663441156.0306044
863,1435,1056,1068,1663441156.076646
897,1439,1291,1311,1663441156.1106775
897,1439,1291,1311,1663441156.1457088
794,1386,1247,1338,1663441156.1817417
870,1414,1262,1132,1663441156.2247803
544,1357,1252,1127,1663441156.263816
-263,802,928,954,1663441156.2988515
-368,508,1025,885,1663441156.334881
-368,508,1025,885,1663441156.3709135
-469,482,1007,924,1663441156.4059455
-573,316,958,911,1663441156.4409778
-566,455,1019,835,1663441156.4760091
-566,455,1019,835,1663441156.5100403
-431,325,994,807,1663441156.5450718
-664,441,1090,916,1663441156.579103
-574,472,1057,880,1663441156.6121328
-206,474,1021,806,1663441156.6471646
-351,482,1070,899,1663441156.681196
-351,482,1070,899,1663441156.7162275
-652,318,992,834,1663441156.7502627
-289,488,1117,876,1663441156.7852902
-582,437,1013,767,1663441156.8203223
-341,463,1095,780,1663441156.8533525
-341,463,1095,780,1663441156.8873827
-459,316,1066,679,1663441156.921414
-384,450,938,939,1663441156.9564457
-414,497,1027,706,1663441156.9904768
-414,497,1027,706,1663441157.0265098
-606,334,983,924,1663441157.0615416
-606,334,983,924,1663441157.0985749
-346,342,824,849,1663441157.132606
-481,520,1195,960,1663441157.1686387
-277,372,874,829,1663441157.2066734
-277,372,874,829,1663441157.243707
-401,346,938,781,1663441157.2797482
-301,537,1018,842,1663441157.3246686
-202,514,973,799,1663441157.3737087
-232,539,962,721,1663441157.4097416
-324,517,946,804,1663441157.4546669
-327,408,943,744,1663441157.4906995
-327,408,943,744,1663441157.5247304
-180,471,696,436,1663441157.5587683
338,753,764,528,1663441157.594794
356,780,761,554,1663441157.630827
65,793,808,603,1663441157.6648576
65,793,808,603,1663441157.6998897
360,819,772,591,1663441157.7339206
330,857,660,530,1663441157.7679517
322,844,631,385,1663441157.8029835
744,1062,604,369,1663441157.8380156
680,890,632,448,1663441157.8720467
680,890,632,448,1663441157.9050763
498,870,699,522,1663441157.938106
426,983,693,476,1663441157.9751396
716,877,721,462,1663441158.0101714
716,877,721,462,1663441158.0482063
742,985,754,533,1663441158.082238
586,826,764,532,1663441158.1162684
709,954,825,655,1663441158.150299
709,954,825,655,1663441158.18433
616,969,597,530,1663441158.218361
738,985,638,660,1663441158.2523913
682,962,581,299,1663441158.2874238
695,1019,693,623,1663441158.3214548
682,977,639,605,1663441158.3554852
682,977,639,605,1663441158.3895168
778,1003,631,615,1663441158.4245486
606,983,612,356,1663441158.4575784
615,867,600,375,1663441158.491609
615,867,600,375,1663441158.5266416
648,982,668,398,1663441158.5626738
651,965,666,620,1663441158.596705
613,993,623,536,1663441158.6317365
615,926,799,714,1663441158.6667683
578,943,600,520,1663441158.7038057
578,943,600,520,1663441158.7382622
565,944,584,503,1663441158.7732944
484,939,602,552,1663441158.8103278
467,1041,744,585,1663441158.844359
406,937,734,624,1663441158.8773887
406,937,734,624,1663441158.9104278
553,1086,950,817,1663441158.94445
771,1239,973,917,1663441158.9784806
846,1262,1019,1028,1663441159.0155146
846,1262,1019,1028,1663441159.0525482
796,1364,978,983,1663441159.0865788
796,1364,978,983,1663441159.12061
808,1408,1048,1045,1663441159.1546433
795,1401,1039,1069,1663441159.1896744
770,1296,1076,988,1663441159.2247064
770,1296,1076,988,1663441159.258737
855,1334,1020,1016,1663441159.2937684
571,1305,1170,1084,1663441159.3278
819,1363,1093,1027,1663441159.3716693
841,1321,1151,1021,1663441159.4087033
817,1355,1121,988,1663441159.4527426
781,1268,1073,942,1663441159.4877741
781,1268,1073,942,1663441159.522807
808,1286,954,956,1663441159.5578408
827,1297,917,955,1663441159.5928726
783,1297,919,920,1663441159.6279056
796,1338,940,913,1663441159.6629367
796,1338,940,913,1663441159.6979682
655,1357,996,1135,1663441159.7309988
647,1369,898,916,1663441159.7660303
641,1377,1145,1171,1663441159.8000612
688,1379,1114,989,1663441159.835093
703,1346,1080,915,1663441159.8681228
703,1346,1080,915,1663441159.9021542
661,1374,1156,1146,1663441159.9371858
704,1388,1103,1083,1663441159.9712193
705,1222,1012,972,1663441160.0062487
705,1222,1012,972,1663441160.0402792
562,1241,926,852,1663441160.0763123
-176,540,906,737,1663441160.111344
11,652,932,718,1663441160.145375
11,652,932,718,1663441160.179406
63,654,838,735,1663441160.2124362
-67,605,817,712,1663441160.247468
-54,599,773,663,1663441160.2845013
-98,624,743,629,1663441160.3185327
-114,570,739,617,1663441160.3525634
-114,570,739,617,1663441160.3895974
-158,588,775,671,1663441160.4236279
-27,615,759,631,1663441160.456658
28,703,744,593,1663441160.49169
28,703,744,593,1663441160.5267217
0,678,739,675,1663441160.5607529
-96,709,888,675,1663441160.5957844
-353,537,877,725,1663441160.6308162
-102,527,852,737,1663441160.6648474
-49,697,922,817,1663441160.7008796
-49,697,922,817,1663441160.7349107
-57,717,989,777,1663441160.7689424
-158,531,808,848,1663441160.8039734
250,926,914,892,1663441160.8380046
555,1059,1016,990,1663441160.872036
555,1059,1016,990,1663441160.9070668
550,1072,1012,992,1663441160.9400973
625,1186,1073,1032,1663441160.9741287
581,1112,1029,973,1663441161.0091624
