Smoothed_Point_X,Smoothed_Point_Y,Left_Gaze_Point_On_Display_Area_X,Right_Gaze_Point_On_Display_Area_X,Left_Gaze_Point_On_Display_Area_Y,Right_Gaze_Point_On_Display_Area_Y,Date_time
1624,164,1748,1537,156,-168,1670281830.1065114
1627,155,1672,1551,214,171,1670281830.1365383
1630,146,1672,1551,214,171,1670281830.1715693
1617,141,1653,1485,264,279,1670281830.2015975
1604,137,1653,1485,264,279,1670281830.238631
1601,147,1636,1479,236,290,1670281830.272662
1597,158,1636,1479,236,290,1670281830.3006876
1592,178,1627,1494,243,289,1670281830.335719
1588,197,1627,1494,243,289,1670281830.3696702
1582,215,1644,1534,190,161,1670281830.4016988
1577,233,1644,1534,190,161,1670281830.451744
1584,231,1748,1617,201,145,1670281830.467759
1591,229,1748,1617,201,145,1670281830.4986594
1592,235,1613,1547,300,356,1670281830.5316892
1593,241,1613,1547,300,356,1670281830.5747287
1604,225,1724,1597,245,-24,1670281830.6077583
1614,210,1724,1597,245,-24,1670281830.6327808
1632,207,1792,1700,210,264,1670281830.6678128
1651,204,1792,1700,210,264,1670281830.698841
1657,189,1740,1561,179,-128,1670281830.7338727
1663,174,1740,1561,179,-128,1670281830.7639897
1662,175,1712,1626,190,164,1670281830.79702
1661,175,1712,1626,190,164,1670281830.8300574
1662,182,1643,1534,530,270,1670281830.867083
1662,189,1643,1534,530,270,1670281830.9021156
1614,199,1234,1126,122,299,1670281830.930142
1566,210,1234,1126,122,299,1670281830.9611692
1439,195,410,534,104,71,1670281830.9941988
1312,180,410,534,104,71,1670281831.0292425
1194,222,453,502,321,573,1670281831.0602596
1077,264,453,502,321,573,1670281831.1093035
958,291,453,502,321,573,1670281831.1243167
828,293,410,334,245,146,1670281831.1638553
711,270,399,443,183,166,1670281831.1958842
594,248,399,443,183,166,1670281831.2249103
519,244,399,443,183,166,1670281831.2559383
440,257,369,420,258,431,1670281831.291379
435,278,395,444,313,267,1670281831.3284128
429,298,395,444,313,267,1670281831.3644452
423,284,375,451,198,414,1670281831.3964746
417,270,375,451,198,414,1670281831.4214976
407,266,347,425,337,482,1670281831.4575303
409,287,347,425,337,482,1670281831.5065746
405,311,347,425,337,482,1670281831.5215888
407,324,473,394,217,402,1670281831.5566552
408,338,473,394,217,402,1670281831.5886817
410,345,342,497,327,510,1670281831.6237135
411,354,468,389,305,463,1670281831.6617477
412,364,468,389,305,463,1670281831.6863356
414,372,468,389,305,463,1670281831.7213666
408,354,331,381,170,86,1670281831.7553973
405,326,331,381,170,86,1670281831.788428
404,299,338,403,190,84,1670281831.8234599
406,283,423,394,294,205,1670281831.8534873
403,277,423,394,294,205,1670281831.9035325
401,271,423,394,294,205,1670281831.9195466
394,252,316,382,236,225,1670281831.9565814
386,237,316,382,236,225,1670281831.989611
377,220,303,382,285,159,1670281832.019638
369,204,303,382,285,159,1670281832.0586727
382,210,498,469,217,161,1670281832.0846965
394,216,498,469,217,161,1670281832.1157255
397,219,361,421,191,145,1670281832.1527584
395,211,361,421,191,145,1670281832.1877913
400,211,467,452,301,187,1670281832.2208202
405,210,467,452,301,187,1670281832.2468438
412,215,444,405,291,255,1670281832.2818763
420,219,444,405,291,255,1670281832.3209114
428,227,433,404,334,266,1670281832.3449342
435,234,433,404,334,266,1670281832.3805726
427,259,404,403,408,470,1670281832.4206092
419,284,404,403,408,470,1670281832.4526386
418,339,351,417,680,743,1670281832.483667
418,393,351,417,680,743,1670281832.513226
424,435,531,522,637,680,1670281832.5452545
431,476,531,522,637,680,1670281832.5802863
440,515,521,518,613,723,1670281832.611314
450,555,521,518,613,723,1670281832.6483526
449,587,402,422,575,662,1670281832.6843808
449,619,402,422,575,662,1670281832.7174115
453,631,456,446,599,517,1670281832.742434
458,643,456,446,599,517,1670281832.7777908
455,636,314,382,713,588,1670281832.811821
451,630,314,382,713,588,1670281832.841848
447,626,526,448,657,579,1670281832.8778808
443,622,526,448,657,579,1670281832.907419
430,614,359,410,625,540,1670281832.980485
416,605,359,410,625,540,1670281832.9995027
415,605,364,439,626,612,1670281833.0205214
414,605,364,439,626,612,1670281833.05255
418,611,510,467,653,567,1670281833.0795748
421,616,510,467,653,567,1670281833.1106033
428,615,382,450,687,608,1670281833.1466358
435,615,382,450,687,608,1670281833.1716585
428,618,375,453,674,614,1670281833.2076907
420,620,375,453,674,614,1670281833.2417219
425,621,404,464,634,558,1670281833.2817585
430,623,404,464,634,558,1670281833.3077853
443,622,545,502,655,569,1670281833.3398125
455,621,545,502,655,569,1670281833.372347
460,630,561,515,765,628,1670281833.4033754
465,639,561,515,765,628,1670281833.4374063
471,628,491,475,619,462,1670281833.472438
478,617,491,475,619,462,1670281833.5034666
479,609,377,476,609,506,1670281833.5384986
481,600,377,476,609,506,1670281833.5675266
484,603,497,447,635,620,1670281833.6185725
488,606,497,447,635,620,1670281833.633586
482,620,469,459,795,707,1670281833.6746254
476,634,469,459,795,707,1670281833.7002466
470,635,446,504,773,640,1670281833.7342775
464,636,446,504,773,640,1670281833.7723114
458,642,412,439,618,583,1670281833.8053539
452,648,412,439,618,583,1670281833.8333669
460,663,469,541,730,681,1670281833.866397
468,678,469,541,730,681,1670281833.9004283
463,683,379,467,705,653,1670281833.9304554
458,688,379,467,705,653,1670281833.962857
450,686,347,422,711,749,1670281833.998894
442,684,347,422,711,749,1670281834.0359237
438,675,387,488,632,611,1670281834.0709553
435,667,387,488,632,611,1670281834.0939765
432,681,370,432,756,743,1670281834.1290078
430,696,370,432,756,743,1670281834.1620383
423,697,400,469,759,662,1670281834.1980708
416,697,400,469,759,662,1670281834.2311006
422,699,444,521,734,652,1670281834.2661326
428,700,444,521,734,652,1670281834.3011649
438,696,444,521,734,652,1670281834.3281891
