Left_Gaze_Point_On_Display_Area_X,Right_Gaze_Point_On_Display_Area_X,Left_Gaze_Point_On_Display_Area_Y,Right_Gaze_Point_On_Display_Area_Y,Date_time
1009,635,711,643,1674170758.8907857
985,610,660,635,1674170758.933694
897,594,643,658,1674170758.9657912
946,593,667,640,1674170758.9968193
938,715,769,684,1674170759.0288482
927,577,656,696,1674170759.0608778
935,533,826,684,1674170759.092907
954,548,894,708,1674170759.1229339
930,618,568,552,1674170759.1521707
965,651,662,620,1674170759.186202
913,633,640,656,1674170759.2227855
950,574,643,597,1674170759.2637794
927,641,760,625,1674170759.2972393
943,664,801,644,1674170759.3271012
967,635,871,680,1674170759.3581467
1021,734,635,645,1674170759.3891742
994,669,811,664,1674170759.4227858
968,624,823,654,1674170759.4518132
