Left_Gaze_Point_On_Display_Area_X,Right_Gaze_Point_On_Display_Area_X,Left_Gaze_Point_On_Display_Area_Y,Right_Gaze_Point_On_Display_Area_Y,Date_time
1251,1196,900,658,1674168701.3006692
1235,1249,753,681,1674168701.3316975
1150,1211,663,409,1674168701.3607237
1261,1350,876,523,1674168701.391752
1118,1174,890,682,1674168701.4237807
1188,1225,885,641,1674168701.4548097
1173,1319,920,659,1674168701.485069
1177,1370,620,544,1674168701.5180998
1155,1338,893,609,1674168701.547126
1122,1331,929,646,1674168701.5957747
1253,1331,799,497,1674168701.6376908
1169,1368,607,502,1674168701.670721
1169,1227,613,531,1674168701.7017488
1175,1137,640,369,1674168701.7327778
1178,1228,804,579,1674168701.7631528
1151,1337,551,601,1674168701.7952075
1275,1380,479,441,1674168701.8257797
1205,1263,842,613,1674168701.8588097
1209,1290,752,576,1674168701.889779
1251,1451,652,582,1674168701.924812
1216,1281,531,575,1674168701.9678538
1205,1378,793,452,1674168702.0005474
1205,1397,799,473,1674168702.0287797
1253,1309,847,498,1674168702.0608087
1271,1316,921,650,1674168702.0898354
1234,1305,860,647,1674168702.1247194
1202,1263,860,659,1674168702.1680915
1231,1155,727,501,1674168702.199119
1232,1267,813,474,1674168702.229146
