Left_Gaze_Point_On_Display_Area_X,Right_Gaze_Point_On_Display_Area_X,Left_Gaze_Point_On_Display_Area_Y,Right_Gaze_Point_On_Display_Area_Y,Date_time
2235,2265,989,820,1674171072.953834
2247,2185,961,677,1674171072.9966779
2326,2310,987,824,1674171073.0277772
2281,2325,1159,855,1674171073.0607824
2292,2298,1159,893,1674171073.0938122
2301,2444,910,734,1674171073.1248403
2283,2458,904,729,1674171073.153779
2289,2342,904,770,1674171073.1867805
2292,2442,901,761,1674171073.2158074
2269,2412,1005,750,1674171073.249843
2283,2304,950,647,1674171073.280875
2278,2253,1010,685,1674171073.313905
2284,2365,1002,714,1674171073.3451114
2174,2146,754,623,1674171073.3761399
2241,2274,915,650,1674171073.4055948
2278,2168,846,631,1674171073.4463406
2273,2333,893,690,1674171073.4825242
2291,2461,771,751,1674171073.5155547
2287,2462,758,737,1674171073.5450869
2258,2274,894,682,1674171073.5777175
2258,2331,881,697,1674171073.6087782
2282,2218,792,597,1674171073.6397803
2272,2301,838,627,1674171073.666809
2209,2325,799,610,1674171073.7043283
2203,2373,875,681,1674171073.7343554
2266,2370,849,722,1674171073.7617664
2255,2244,853,661,1674171073.7942877
2222,2175,945,656,1674171073.8460422
2214,2296,966,708,1674171073.8861768
2290,2322,826,615,1674171073.9174836
2306,2435,840,659,1674171073.9485128
2360,2377,922,621,1674171073.9795406
2268,2362,930,671,1674171074.0117822
2264,2265,971,713,1674171074.0433295
2288,2393,1003,786,1674171074.0736058
2271,2325,972,778,1674171074.105635
2261,2403,844,730,1674171074.140667
2259,2386,898,801,1674171074.1736965
2263,2110,804,545,1674171074.2067263
2228,2170,793,598,1674171074.2497659
2253,2340,851,632,1674171074.2828045
2230,2302,858,654,1674171074.3158343
2228,2325,862,657,1674171074.350866
2272,2201,778,653,1674171074.3818944
2263,2383,943,718,1674171074.417927
2243,2275,967,701,1674171074.4539604
2251,2256,978,686,1674171074.4899929
2253,2224,758,565,1674171074.522297
2247,2225,733,560,1674171074.5563273
2281,2293,759,631,1674171074.5878599
2286,2259,776,616,1674171074.6168869
