Left_Gaze_Point_On_Display_Area_X,Right_Gaze_Point_On_Display_Area_X,Left_Gaze_Point_On_Display_Area_Y,Right_Gaze_Point_On_Display_Area_Y,Date_time
1458,1500,777,705,1655315596.699081
1299,1494,821,685,1655315596.73562
1345,1508,785,743,1655315596.7824714
1404,1450,720,673,1655315596.8279293
1399,1435,660,668,1655315596.8731241
1299,1348,674,559,1655315596.906513
1309,1325,699,575,1655315596.9365387
1354,1363,693,638,1655315596.969568
1508,402,2524,1597,1655315597.034
1594,505,2733,1704,1655315597.0755587
1280,1042,1101,1007,1655315597.1213577
992,956,455,542,1655315597.1873882
1159,1139,607,719,1655315597.230427
1165,1164,573,662,1655315597.2849803
1195,1236,601,645,1655315597.323905
1263,1144,555,634,1655315597.3579364
1170,1130,568,667,1655315597.3889644
1237,1219,682,685,1655315597.4349492
1229,1184,720,713,1655315597.482502
1234,1245,576,734,1655315597.517038
1218,1228,636,735,1655315597.5565865
1185,1252,616,659,1655315597.5994673
1272,1218,735,786,1655315597.6459928
1081,1080,732,657,1655315597.6916432
1115,1127,742,645,1655315597.7206697
1128,1183,804,685,1655315597.7547014
1188,1181,803,754,1655315597.8337846
1212,1183,818,745,1655315597.8772383
1236,1239,725,808,1655315597.9084618
1207,1130,686,788,1655315597.9414923
1262,1275,714,784,1655315597.973521
1298,1292,771,789,1655315598.0197031
1288,1281,764,781,1655315598.062972
1199,1216,814,700,1655315598.0955105
1095,1133,832,690,1655315598.1544569
1192,1167,739,698,1655315598.2344456
1117,1123,864,719,1655315598.2649298
1124,1133,731,738,1655315598.2984698
1155,1137,750,737,1655315598.344803
1207,1164,676,678,1655315598.37483
1194,1178,654,677,1655315598.4078126
1205,1191,654,678,1655315598.4524643
1232,1265,634,669,1655315598.4869976
1228,1208,680,690,1655315598.5160239
1277,1277,639,701,1655315598.5500555
1268,1273,626,708,1655315598.5947692
1107,1152,907,715,1655315598.6274407
1164,1165,756,688,1655315598.6584692
1155,1164,755,684,1655315598.689497
1146,1143,752,637,1655315598.7205257
1159,1158,836,667,1655315598.750553
1203,1180,746,789,1655315598.782582
1189,1187,728,793,1655315598.8146112
1184,1181,734,796,1655315598.8581767
1212,1150,764,756,1655315598.9049911
1299,1169,835,820,1655315598.9534526
1280,1184,671,756,1655315599.0339491
1257,1208,681,757,1655315599.075989
1133,1123,709,717,1655315599.1215398
1281,1192,744,732,1655315599.1534624
1173,1170,729,755,1655315599.1984682
1184,1175,689,742,1655315599.229562
1157,1220,599,664,1655315599.2895756
1163,1185,569,652,1655315599.3236969
1095,1153,579,644,1655315599.3534744
1195,1198,681,719,1655315599.4343574
1088,1152,697,722,1655315599.4784646
1096,1131,575,604,1655315599.509355
1269,1301,577,629,1655315599.5413847
1022,912,623,792,1655315599.5873504
1034,986,672,882,1655315599.6173775
995,897,786,803,1655315599.6494067
1010,890,650,806,1655315599.6824372
989,888,639,808,1655315599.7134647
973,875,878,809,1655315599.7442594
980,873,875,801,1655315599.7762883
1072,1047,695,780,1655315599.8083172
1068,1081,760,840,1655315599.8534682
938,959,803,831,1655315599.8864982
958,963,810,836,1655315599.9185276
1011,1083,861,905,1655315599.9492302
1051,939,961,923,1655315599.9802606
1029,1037,901,956,1655315600.0112886
1018,936,938,928,1655315600.0433195
983,1033,866,779,1655315600.0843563
1129,1090,664,733,1655315600.117464
1095,1014,783,724,1655315600.1504936
1099,1007,778,724,1655315600.1851652
1054,963,839,763,1655315600.229073
1092,1005,957,779,1655315600.2766516
1043,1061,827,770,1655315600.3224578
1059,991,851,830,1655315600.3544867
1012,939,669,704,1655315600.3858786
1011,953,773,838,1655315600.426451
1002,947,754,820,1655315600.462484
1033,1023,747,843,1655315600.4945123
1040,1061,726,867,1655315600.52454
1042,1065,765,825,1655315600.558571
1038,957,744,799,1655315600.6339586
1152,1045,760,858,1655315600.666989
1028,978,678,830,1655315600.699463
