Left_Gaze_Point_On_Display_Area_X,Right_Gaze_Point_On_Display_Area_X,Left_Gaze_Point_On_Display_Area_Y,Right_Gaze_Point_On_Display_Area_Y,Date_time
965,230,1018,861,1674169861.4033513
957,223,1036,870,1674169861.4337797
840,217,1075,1007,1674169861.4646811
866,168,862,858,1674169861.4967105
974,223,1033,869,1674169861.5427516
970,228,1030,868,1674169861.572779
849,142,970,904,1674169861.607811
851,127,985,901,1674169861.6418417
898,166,1082,947,1674169861.6738708
915,192,838,913,1674169861.7048993
916,75,789,867,1674169861.7459366
946,149,885,897,1674169861.7771804
954,272,980,935,1674169861.8122125
929,153,981,941,1674169861.8432403
971,179,889,947,1674169861.884278
958,224,899,909,1674169861.914305
1040,698,653,642,1674169861.945781
1056,629,633,650,1674169861.976326
1192,1014,385,472,1674169862.0077794
1230,919,391,438,1674169862.0408094
1183,954,482,549,1674169862.0693605
1261,999,441,529,1674169862.1043928
1232,921,507,499,1674169862.1364214
1256,899,524,539,1674169862.1664484
1229,995,549,555,1674169862.1974766
1194,983,546,472,1674169862.2277792
1227,1022,502,514,1674169862.260147
1241,1022,520,541,1674169862.294783
1246,1082,439,529,1674169862.3376102
1253,993,466,564,1674169862.3687797
1245,1087,673,576,1674169862.40181
1263,1212,641,569,1674169862.4308362
1290,1118,659,574,1674169862.4666939
1281,1088,625,584,1674169862.5097334
1174,1130,405,582,1674169862.543764
1218,1131,411,572,1674169862.5727909
1224,1102,592,577,1674169862.6047797
1233,1101,593,582,1674169862.6337783
1207,1045,506,566,1674169862.6660328
1249,1100,541,570,1674169862.6980345
1276,1080,615,604,1674169862.7377787
1268,1114,474,589,1674169862.7747788
1246,1023,575,583,1674169862.8061507
1272,997,592,616,1674169862.8371985
1277,1043,574,569,1674169862.8704174
1310,1129,595,601,1674169862.9017816
1211,1019,610,591,1674169862.9338105
1185,1034,421,522,1674169862.962453
1182,1101,423,539,1674169862.9957817
1201,1121,416,541,1674169863.0257826
1212,1031,438,576,1674169863.0598133
1209,1018,414,572,1674169863.090842
1170,1056,378,474,1674169863.1368837
1132,935,633,642,1674169863.1670644
1199,932,350,526,1674169863.2011068
1222,940,519,559,1674169863.24478
1243,1081,574,620,1674169863.273806
1222,1084,552,564,1674169863.3090794
1264,1138,538,525,1674169863.3411088
1215,1143,454,532,1674169863.372137
1242,1039,528,564,1674169863.403778
1226,1150,517,586,1674169863.4348066
1248,1159,569,586,1674169863.4677818
1205,961,401,515,1674169863.4988103
1139,1012,426,459,1674169863.5393283
1188,1041,369,475,1674169863.5767817
1176,991,313,470,1674169863.6068084
1187,995,330,466,1674169863.6377778
1228,1012,448,482,1674169863.6714826
1185,897,436,479,1674169863.7007797
1138,926,352,474,1674169863.7331486
1168,965,388,430,1674169863.7647822
1200,1007,483,616,1674169863.7961073
1290,1061,576,606,1674169863.8272655
1223,1109,555,611,1674169863.858294
1220,1099,559,601,1674169863.8893197
1215,1016,481,533,1674169863.9371653
1190,1025,440,531,1674169863.9681938
1209,1023,421,501,1674169864.0017822
1211,1002,557,506,1674169864.0308092
1231,1062,578,605,1674169864.065841
1217,1055,564,603,1674169864.1088798
1181,1010,447,646,1674169864.1389074
1133,884,381,481,1674169864.1704383
1123,982,322,406,1674169864.201466
1161,1018,604,626,1674169864.2327797
